high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
137.89,98.96,132.13,6.53,5.99,15.02,3.1,33.73,227.1,10.77,True,False,False,1,94,0,1
147.79,99.61,147.3,6.02,5.08,12.54,2.18,33.85,211.13,10.31,False,False,True,0,26,0,1
243.33,54.04,245.88,-4.81,9.77,27.95,9.07,19.71,196.99,18.31,False,True,False,0,38,0,0
166.08,120.59,239.23,-4.42,10.23,0.46,-1.53,48.2,267.12,3.99,False,True,True,0,75,0,0
118.66,190.99,115.12,13.4,1.25,3.55,-4.74,42.43,190.38,4.28,False,True,True,0,35,0,0
235.59,71.53,215.88,8.21,-2.12,2.21,12.27,40.44,250.36,2.46,False,True,False,1,53,1,1
224.11,194.9,98.66,13.01,-4.76,30.46,13.69,45.63,256.12,21.71,False,True,True,1,69,1,0
67.08,65.29,219.58,13.03,-3.04,4.77,0.93,10.9,172.61,21.88,False,True,True,0,23,0,0
139.73,92.12,138.61,6.62,5.93,16.04,2.95,35.56,221.99,11.82,True,False,False,0,55,1,1
149.13,101.91,134.78,5.26,4.73,24.45,3.34,35.08,215.36,12.92,True,False,False,1,79,1,1
57.34,16.69,188.76,-0.32,2.72,3.08,-3.36,42.83,204.0,0.26,False,True,True,0,21,0,0
150.48,127.91,195.06,16.73,11.02,32.94,-2.52,11.8,247.36,21.57,False,True,True,0,76,1,0
139.08,91.59,144.51,5.08,5.76,6.3,3.04,34.05,212.64,12.55,True,False,False,1,69,0,1
249.77,25.26,177.64,15.37,12.26,28.0,11.37,40.73,170.22,21.17,False,True,True,1,23,0,0
215.58,3.99,169.74,8.86,-1.92,27.58,4.64,18.41,288.72,0.26,False,True,True,0,36,1,0
59.37,74.99,69.11,4.28,11.89,28.02,10.18,41.39,208.74,2.24,False,True,True,1,20,0,0
149.11,99.49,130.2,5.09,4.52,16.69,3.17,26.93,214.64,10.9,True,False,False,0,18,0,1
222.21,17.12,162.28,13.76,9.52,0.69,6.43,41.34,117.21,5.83,False,True,True,0,62,1,0
59.83,27.75,71.4,-3.43,9.56,28.13,9.47,10.26,208.72,2.5,False,True,True,1,30,1,0
249.5,206.3,74.35,8.22,-5.72,27.2,6.11,49.8,167.6,7.49,False,True,True,1,96,1,0
200.53,135.05,249.87,-2.74,-1.86,28.09,-1.38,18.49,316.03,22.26,False,True,True,0,53,0,0
140.79,109.41,146.55,5.22,4.38,21.43,2.89,34.27,218.97,9.57,True,False,False,1,81,0,1
135.05,94.81,142.3,5.33,4.28,14.03,2.96,38.49,212.89,11.56,True,False,False,0,39,0,1
150.21,6.55,160.55,-1.59,8.9,2.35,13.19,12.61,134.63,5.66,False,False,True,1,72,1,0
211.01,154.53,165.84,-1.18,-4.04,-0.95,4.25,19.57,186.65,22.0,False,False,False,1,46,1,0
136.24,93.89,149.37,6.0,5.26,9.88,3.21,38.39,210.65,9.22,True,False,False,1,54,0,1
245.97,152.29,76.2,16.16,7.02,2.97,6.13,15.5,202.75,14.69,False,True,True,1,39,1,0
126.04,181.85,167.55,1.43,11.81,29.16,7.4,19.82,247.37,6.25,False,True,True,0,49,1,0
164.82,115.75,186.3,10.38,2.5,33.97,-1.0,43.87,127.55,13.48,False,True,True,0,67,0,0
137.3,104.9,147.45,6.76,4.96,13.97,2.39,39.32,215.05,9.23,True,False,False,0,23,0,1
103.71,172.14,99.19,2.78,-1.28,2.27,13.77,17.2,153.93,16.16,True,True,True,0,98,0,0
