high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
124.42,157.29,241.87,0.16,-4.62,4.17,-2.05,15.56,199.09,19.49,False,False,True,0,21,0,0
139.24,94.5,134.47,5.23,5.9,20.76,2.76,24.91,221.07,9.03,True,False,False,1,63,1,1
109.11,177.4,116.51,-2.11,-2.6,32.83,4.2,42.38,162.44,7.82,False,True,True,0,99,1,0
97.25,198.73,211.74,15.35,2.32,29.44,4.94,17.84,137.65,5.78,True,False,True,1,41,1,0
35.01,82.13,202.47,4.38,8.23,25.61,-6.48,13.64,157.23,6.01,False,True,True,0,45,1,0
204.15,165.78,103.98,8.37,12.23,29.02,-0.03,15.81,176.59,19.19,False,True,True,0,53,1,0
167.68,-2.03,247.41,7.3,9.78,3.34,9.37,12.04,248.32,21.01,False,True,True,0,99,0,0
146.64,105.33,131.98,5.66,5.41,24.8,3.71,26.46,220.31,9.76,True,False,True,1,89,1,1
67.23,188.89,247.84,9.74,-3.93,-2.11,6.88,15.17,295.78,2.06,False,True,True,1,31,1,0
135.89,103.81,132.97,6.61,4.44,24.75,2.04,21.89,216.19,10.49,True,False,False,1,65,1,1
158.13,174.2,175.41,16.8,10.57,3.55,-7.45,18.08,156.37,22.43,False,True,True,1,36,1,0
154.21,61.97,36.03,-2.71,1.27,-2.76,12.26,44.93,286.06,19.44,True,False,True,1,34,1,0
153.78,54.53,58.67,4.57,14.04,-4.07,-2.32,17.97,206.39,17.7,False,True,True,0,37,1,0
101.53,110.5,196.91,-3.66,-4.68,28.93,11.44,18.42,127.53,4.38,False,True,True,0,95,1,1
56.52,21.71,80.53,-3.88,-3.04,29.4,-6.51,10.73,274.97,18.36,False,True,True,0,92,0,0
178.07,26.06,41.21,14.92,1.17,30.41,-7.75,18.89,275.94,7.18,False,True,True,0,45,1,0
100.53,186.34,185.83,2.48,1.8,-2.7,6.81,49.57,251.26,5.55,False,True,True,1,97,0,0
147.58,108.12,142.35,5.58,4.79,16.73,2.31,36.57,211.37,11.63,True,False,False,0,29,1,1
240.67,197.84,33.39,12.41,-1.61,3.62,0.46,15.67,294.26,13.7,False,True,True,1,32,0,0
154.81,6.09,185.57,-3.89,7.02,2.01,12.74,11.59,260.88,1.13,False,True,True,1,63,1,0
