high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
195.75,55.08,50.68,3.55,11.37,29.46,4.06,46.42,299.33,1.64,False,True,True,1,39,0,0
145.02,93.25,146.97,6.54,4.6,9.49,3.1,32.09,224.35,10.34,True,False,False,1,62,1,1
85.47,155.01,124.79,11.14,-1.87,27.94,-0.48,12.21,159.44,15.65,True,True,True,1,79,0,0
141.05,108.88,137.53,5.94,5.16,23.47,3.97,24.2,215.01,9.52,True,False,False,0,64,1,1
138.29,93.13,136.67,6.75,5.35,15.22,2.05,34.25,222.91,10.1,True,False,False,0,53,0,1
158.54,5.38,248.87,3.53,-5.39,4.51,-5.64,18.58,316.92,22.97,True,True,False,0,73,0,0
171.83,204.48,114.04,-1.83,-0.35,30.9,-1.05,19.94,236.89,5.82,False,True,True,1,53,1,0
216.99,141.94,179.7,10.19,8.3,28.61,-3.27,40.7,251.23,16.77,False,True,True,0,79,0,0
227.35,144.51,91.93,8.88,-5.84,30.93,10.79,40.16,232.88,2.43,False,True,True,1,88,0,0
196.36,146.08,77.25,13.7,-0.26,4.12,8.33,42.28,156.21,20.39,False,True,True,0,62,1,0
165.77,118.5,240.51,-4.31,6.86,27.87,-6.37,46.68,165.21,13.97,True,True,True,0,84,0,0
143.48,105.21,138.77,5.68,5.23,6.19,3.07,35.25,226.12,9.6,True,False,False,1,77,1,1
184.17,27.26,154.74,11.2,-3.58,-3.9,-6.07,43.83,141.36,4.3,True,True,True,0,38,1,0
131.49,92.14,132.67,6.1,4.36,14.94,2.35,33.81,212.71,9.88,False,False,True,1,48,1,1
206.15,202.41,82.63,-3.49,2.77,-2.12,-4.25,47.15,144.01,8.88,False,True,False,0,90,1,1
225.54,141.33,152.25,2.95,6.75,-3.94,-6.32,12.57,257.29,18.82,True,True,True,0,88,1,0
69.96,197.38,210.1,15.27,-3.3,3.24,-0.65,43.62,263.67,1.7,False,True,True,1,20,0,0
223.21,156.89,157.26,14.05,3.13,25.19,11.28,12.94,116.92,4.9,False,True,True,1,73,1,0
194.64,58.81,69.06,12.05,11.12,34.43,-0.6,10.49,320.72,19.09,False,True,True,1,97,0,0
112.25,195.65,91.07,7.29,10.15,1.59,-7.95,45.96,157.53,8.79,False,True,True,1,50,0,0
190.3,82.92,53.82,2.67,9.82,-3.81,-4.21,14.67,237.43,13.28,False,True,True,0,36,1,0
148.52,92.8,145.54,6.51,5.89,20.58,2.58,27.08,210.99,12.75,True,False,False,0,39,1,1
161.03,179.89,189.84,1.13,10.02,34.89,12.46,48.33,310.67,0.83,False,True,True,1,48,1,0
153.83,194.27,195.12,12.07,14.98,34.9,13.96,15.36,272.0,-0.4,True,True,True,1,31,1,0
61.75,147.88,197.75,8.91,-1.39,33.61,0.85,19.57,160.3,22.99,False,True,True,0,58,0,0
143.87,91.93,148.49,5.34,5.32,24.3,2.52,34.22,218.45,10.74,True,False,False,0,81,1,1
156.94,170.23,128.01,10.58,-4.77,25.55,10.49,44.28,309.03,22.91,False,True,False,1,30,0,0
137.24,96.99,131.92,6.75,4.31,19.25,2.27,34.57,212.8,11.95,True,False,True,1,83,0,1
175.92,138.56,97.04,4.13,-3.39,0.98,12.03,14.43,146.87,-0.39,False,True,True,1,89,1,0
89.56,110.52,108.44,1.31,10.29,34.58,-5.51,19.26,161.52,16.51,False,True,True,1,20,1,0
133.52,106.53,136.34,5.48,4.02,6.08,2.25,28.49,212.95,9.24,False,False,False,0,51,0,1
119.95,89.14,228.42,11.5,6.24,29.38,10.53,10.07,247.38,7.81,False,True,True,1,40,0,0
186.1,181.98,92.41,15.32,13.59,31.6,-3.24,17.68,138.77,15.68,False,True,True,0,40,0,0
240.97,70.64,190.09,13.77,2.42,0.89,0.2,13.55,193.68,16.23,False,True,False,0,30,1,0
96.05,121.06,204.11,3.66,15.46,-2.79,7.43,12.68,247.38,2.98,False,True,True,0,37,1,0
71.22,154.57,86.49,0.23,-4.88,25.17,6.84,16.56,143.61,16.19,False,True,False,1,94,1,0
139.56,94.99,146.29,5.44,5.67,9.85,2.53,31.6,212.28,10.27,True,False,False,1,36,1,1
136.42,94.13,134.75,7.0,4.84,8.13,3.06,33.58,226.02,12.75,False,False,False,1,92,1,1
107.32,70.09,163.18,9.54,6.88,34.5,-4.37,12.1,193.32,2.06,False,True,True,0,51,0,0
148.37,90.99,141.15,6.07,4.24,8.15,3.62,20.71,217.95,9.0,True,False,False,0,74,1,1
