high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
109.62,16.48,128.9,9.92,-4.78,4.53,6.6,44.97,262.66,1.3,False,True,True,1,90,1,0
40.97,145.09,111.84,-3.37,9.43,3.79,10.81,12.85,191.76,14.27,False,True,True,0,77,1,0
208.7,88.19,180.23,0.11,2.98,1.03,11.81,47.87,310.57,7.59,False,True,True,1,85,1,0
223.97,200.04,68.52,16.61,7.84,-3.69,-0.31,46.78,232.92,4.67,False,True,True,0,62,0,0
147.71,94.29,140.18,5.48,6.0,21.35,3.44,29.33,212.85,10.13,False,False,False,1,94,0,1
145.71,106.66,149.73,6.0,4.02,12.12,3.63,39.58,211.15,11.3,True,False,False,0,68,0,1
50.51,28.12,47.42,9.06,-0.08,4.68,13.26,14.76,316.9,14.64,False,True,True,0,81,0,0
139.43,93.03,135.1,5.43,5.8,9.2,3.53,39.94,220.3,11.91,True,False,False,0,77,1,1
107.76,110.24,232.7,11.33,-5.73,34.81,-6.23,47.07,187.42,6.67,False,True,True,0,44,1,0
235.1,173.21,63.21,-0.17,-5.16,32.71,-0.33,13.93,193.88,1.84,False,True,True,0,68,0,0
37.54,79.41,211.15,1.06,9.18,1.04,-1.17,14.98,138.15,18.56,False,True,True,0,69,1,0
59.34,64.86,36.52,-1.68,1.22,34.65,1.81,44.02,291.32,0.11,True,True,True,0,48,1,0
173.43,67.46,105.97,11.61,-4.72,4.89,-7.18,48.68,167.02,2.45,True,True,True,0,53,1,0
123.19,153.3,48.22,-0.56,-0.63,-3.3,4.62,10.79,150.5,14.97,False,True,True,0,71,0,0
76.98,50.35,244.17,8.93,-0.55,25.52,5.65,17.99,266.1,22.46,True,True,True,1,28,0,0
189.21,110.69,122.33,0.13,7.76,3.13,6.37,43.71,246.68,2.97,False,True,True,0,45,1,0
131.29,91.89,146.33,5.08,4.79,18.97,2.97,36.88,221.42,9.74,True,False,False,1,44,0,1
124.43,148.34,77.85,15.75,-0.86,30.74,5.98,43.79,265.56,15.63,False,True,True,1,84,1,1
162.04,149.89,57.03,8.27,1.38,-4.51,-0.39,16.72,307.8,14.53,False,True,True,0,51,1,0
233.94,4.65,102.3,-1.06,-3.93,27.96,4.06,49.55,266.9,0.82,False,True,False,0,40,1,0
87.38,118.62,42.66,11.07,-4.34,26.24,12.14,44.1,310.87,6.72,False,True,True,1,99,0,0
203.95,111.27,150.39,4.4,12.79,26.68,10.72,13.94,151.32,13.52,False,True,True,0,63,1,1
249.05,119.74,52.44,-0.02,15.71,4.99,8.38,14.87,191.53,20.78,False,True,True,1,70,1,1
140.4,95.9,149.81,5.71,4.96,19.98,3.12,29.28,229.31,12.91,True,True,False,0,34,1,1
82.38,43.35,218.45,8.78,-5.41,-3.07,10.6,44.9,137.92,6.29,True,True,True,1,26,1,0
42.8,15.63,129.32,11.23,11.03,0.37,9.24,44.52,263.11,14.95,False,True,True,1,78,0,0
159.03,141.05,248.46,10.49,14.83,32.17,8.79,13.98,184.2,18.7,False,True,True,0,59,1,0
60.05,189.25,173.04,3.68,7.02,27.24,9.95,13.18,297.24,3.76,False,True,True,1,42,1,0
240.6,184.81,32.9,9.38,-5.1,31.77,10.12,18.55,307.13,16.53,False,False,True,1,92,0,0
145.26,104.64,134.96,6.54,4.66,18.92,3.16,32.59,210.47,12.54,True,False,False,0,44,1,1
114.37,209.42,168.0,15.64,2.93,-2.28,1.87,11.8,191.24,6.6,False,True,True,0,43,1,0
44.75,63.64,100.84,7.3,13.57,32.23,10.36,41.01,299.06,16.19,False,True,True,1,75,0,0
138.4,96.53,140.22,6.27,4.58,13.12,2.67,32.48,219.56,12.73,True,False,False,1,55,0,0
95.29,115.34,187.17,0.08,6.13,-3.75,9.32,46.07,296.15,1.35,False,True,True,1,47,0,0
94.61,-0.36,173.6,2.11,14.54,29.28,-4.49,45.07,115.48,1.78,False,True,True,0,49,0,0
140.45,98.75,144.36,5.89,5.79,24.07,2.09,20.75,222.73,9.79,True,False,True,1,57,1,1
214.47,117.92,47.97,10.97,0.16,3.83,0.1,12.43,235.34,18.07,False,True,True,1,51,1,0
112.84,5.82,48.73,3.17,-3.81,32.63,-0.9,43.4,268.83,16.38,False,True,True,1,27,0,0
112.67,152.39,55.95,16.12,12.86,26.65,11.24,41.41,312.61,22.72,False,True,True,0,63,1,1
87.4,11.54,100.46,11.51,1.79,1.29,6.49,18.65,275.18,6.2,True,True,True,1,100,0,1
214.62,199.89,81.13,1.89,2.71,-1.99,-4.14,45.31,311.6,20.68,False,True,True,1,45,0,0
239.97,158.32,207.43,9.21,0.59,-0.17,-4.48,16.3,130.89,22.38,False,True,True,0,23,1,0
