high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
136.86,105.48,143.7,6.98,5.25,13.76,3.44,35.01,223.01,9.77,True,False,False,1,78,1,1
209.27,-6.03,66.24,3.03,12.88,2.94,-3.12,43.19,302.19,3.81,False,True,True,1,82,0,0
166.39,185.29,228.71,1.36,9.24,4.57,8.99,19.15,285.71,21.77,False,True,False,1,54,1,0
102.27,24.8,61.1,-2.04,7.94,-3.69,-3.3,10.64,175.89,16.27,False,True,True,0,89,0,0
95.5,38.76,222.85,-1.07,2.17,-4.12,-3.34,17.36,161.85,22.27,False,True,True,0,73,0,0
238.92,195.82,175.8,-3.11,-0.12,4.13,0.93,12.53,259.21,13.01,True,True,True,1,22,0,0
159.04,138.91,204.79,7.93,9.69,-1.49,10.21,10.57,127.06,7.75,False,True,True,1,34,0,0
130.51,99.07,136.16,5.48,5.26,20.8,3.8,23.0,222.58,11.53,True,True,False,1,27,0,1
115.01,59.96,127.17,0.42,0.76,29.68,10.51,48.3,288.73,2.93,False,True,True,1,62,1,0
133.15,100.28,139.57,6.56,5.32,13.77,2.92,20.54,219.34,12.41,True,False,False,0,38,1,1
156.92,39.28,200.71,7.33,3.53,25.43,-4.14,49.11,188.78,14.66,False,True,True,0,46,1,0
144.94,100.01,130.99,6.92,4.55,16.4,4.0,27.37,215.67,9.57,True,False,False,0,91,0,1
226.78,24.56,225.53,3.48,14.33,26.94,1.54,45.75,138.22,4.54,False,True,True,0,35,0,0
62.63,139.17,227.72,13.1,7.05,26.2,9.52,13.02,177.07,22.86,False,True,True,0,97,1,0
55.52,12.92,156.26,2.14,2.31,29.75,-0.99,49.03,207.41,-0.48,False,True,True,1,86,1,0
177.67,35.3,162.1,10.95,14.26,32.2,13.18,42.96,304.84,2.37,False,True,True,1,39,1,0
78.27,22.6,91.3,10.11,-4.8,25.47,8.72,42.46,315.57,16.06,True,True,True,0,42,1,0
40.61,179.0,183.21,10.66,7.79,25.08,10.6,16.05,201.14,22.45,True,True,True,1,24,1,0
190.8,73.96,197.64,8.86,8.64,27.68,13.38,15.04,251.71,2.53,True,True,True,1,87,0,0
183.48,61.39,234.48,9.48,7.49,-4.49,7.98,19.52,291.52,5.62,False,True,True,1,69,0,0
141.57,104.42,143.7,5.52,4.86,12.92,3.32,27.11,229.61,9.73,True,True,False,1,37,0,1
227.65,147.04,126.64,15.24,14.74,-0.99,10.4,16.75,241.7,7.99,True,False,True,1,63,1,0
225.48,46.86,57.51,1.99,-5.62,33.91,7.44,43.32,270.61,6.95,False,True,True,0,57,1,0
245.21,121.67,76.59,-3.42,0.95,28.38,1.77,42.8,197.9,2.88,False,True,True,0,80,0,0
74.78,17.17,185.09,16.32,15.02,32.86,-4.51,15.19,263.51,4.46,False,True,True,1,75,0,0
241.62,134.72,172.94,2.61,15.85,-3.5,10.2,14.67,179.03,20.89,False,True,True,1,59,0,0
211.14,121.42,187.83,9.25,7.44,3.5,-2.98,18.51,274.23,4.12,True,False,True,1,79,1,0
142.74,98.49,142.26,5.72,4.95,21.41,3.01,38.74,212.1,12.1,True,False,False,0,18,0,1
244.99,86.19,196.77,2.59,7.63,30.12,-1.29,11.07,236.47,0.31,False,True,True,1,95,0,0
126.12,186.79,203.74,12.48,-4.17,0.85,-4.42,41.86,198.12,19.4,False,True,True,0,92,0,0
137.98,100.17,148.49,5.84,5.57,21.55,2.34,20.75,224.78,12.48,True,False,False,0,45,0,1
136.9,97.39,133.17,6.84,4.78,7.15,3.29,31.02,214.7,11.59,True,False,False,1,88,1,1
40.67,194.19,94.07,12.05,1.36,32.15,-6.0,43.05,177.64,17.0,False,False,True,1,28,1,0
63.72,-9.75,158.63,4.36,8.03,-3.41,-4.85,40.01,180.03,18.61,False,True,True,0,94,1,0
172.71,6.49,170.9,-0.71,10.49,-2.46,-4.99,17.2,298.53,3.36,False,True,True,1,38,1,0
33.96,166.63,153.0,2.66,6.35,-2.94,12.95,40.01,238.28,-0.59,False,True,True,1,22,0,0
77.39,17.52,240.17,-2.99,12.77,25.13,-4.35,45.86,152.12,17.12,False,True,True,0,56,1,0
62.11,48.0,204.55,2.71,8.21,3.8,9.46,41.23,118.22,3.91,False,True,True,0,37,1,0
144.69,107.21,136.54,6.88,4.61,15.19,3.34,26.59,218.36,10.61,True,False,False,1,34,0,1
213.56,4.94,154.06,11.04,12.81,33.97,13.32,12.56,173.36,0.64,False,True,False,0,24,1,0
196.97,118.86,216.11,7.91,0.83,0.22,13.53,12.7,280.62,19.63,False,True,True,1,35,1,0
129.89,83.11,244.23,7.84,14.39,26.76,6.59,11.91,329.83,20.07,False,True,True,0,64,0,0
132.2,94.56,131.98,5.21,5.38,18.35,2.59,20.7,223.15,9.7,True,False,False,0,30,0,1
232.9,201.85,223.94,3.77,-5.23,33.11,10.98,46.83,167.82,16.06,False,True,True,0,97,0,0
86.06,41.31,158.26,8.5,2.94,34.1,-7.37,10.66,273.66,8.32,False,True,True,0,24,0,0
75.93,197.72,222.13,-4.4,-2.81,2.06,6.42,19.39,246.6,22.81,False,True,True,1,20,1,0
175.79,183.09,238.03,8.12,6.41,31.09,9.76,49.69,312.06,14.95,False,True,True,1,86,1,0
144.73,91.31,141.12,5.75,4.3,8.3,3.79,31.81,210.78,10.97,True,False,False,0,20,1,1
246.16,34.17,203.45,2.52,9.83,-0.55,6.36,18.5,265.99,20.11,False,True,True,0,36,0,0
229.31,168.37,199.64,13.68,-3.9,3.26,9.87,44.59,325.36,21.9,False,True,True,1,58,1,0
49.06,192.66,215.41,11.02,-5.1,33.48,8.47,40.45,252.63,1.68,False,True,True,1,70,1,0
146.88,94.28,142.84,6.97,4.53,7.75,3.68,33.31,217.13,12.72,True,False,False,0,25,1,1
232.42,72.85,102.9,2.52,13.04,27.78,-5.03,47.13,198.74,7.46,False,True,True,0,32,1,0
135.88,96.74,149.31,5.26,4.73,22.94,3.68,25.51,216.58,10.51,True,False,False,0,59,1,1
103.66,130.44,68.97,0.1,1.25,29.61,7.58,12.39,321.78,18.74,False,False,True,1,35,0,0
120.95,24.22,235.15,10.6,9.75,33.61,4.82,48.27,314.72,3.56,False,True,True,1,37,0,0
118.95,184.71,83.81,-3.72,-3.66,25.85,9.65,41.33,316.56,15.96,False,True,False,0,92,0,0
37.86,58.82,224.82,13.82,11.41,30.83,0.99,10.73,296.53,13.13,False,True,True,0,37,0,0
245.64,178.99,182.09,11.94,8.14,3.52,-6.37,14.57,298.22,8.54,False,True,True,0,19,1,0
115.85,53.51,170.73,10.15,-3.76,-4.93,8.43,10.74,135.37,16.74,False,True,True,0,23,0,0
202.25,84.49,42.3,1.96,13.29,4.07,10.46,15.85,257.04,20.19,False,True,True,0,83,0,0
248.81,174.27,129.16,14.84,14.65,-0.4,-3.81,49.13,191.28,7.94,False,True,True,0,98,0,0
97.44,183.55,35.38,1.9,0.06,-3.46,4.86,40.77,193.32,3.29,False,True,True,0,38,1,0
120.3,157.82,156.54,10.89,3.73,-1.16,-1.68,49.98,303.26,16.93,False,False,True,1,83,0,0
217.21,128.4,76.09,8.41,13.68,2.0,12.47,11.2,327.7,16.52,False,True,True,0,98,0,0
110.94,1.45,151.5,1.38,11.85,1.28,0.77,43.95,275.64,5.64,False,True,True,1,48,0,0
94.68,167.89,63.88,16.56,8.57,34.09,4.57,13.21,198.25,7.98,False,True,True,1,65,0,0
131.79,96.8,142.19,6.03,5.59,22.52,3.84,21.7,212.8,10.13,True,False,False,1,45,0,1
40.17,-2.65,237.21,7.22,14.72,34.23,13.53,11.46,288.55,15.38,False,True,True,1,37,0,0
62.91,58.27,187.57,2.17,13.58,32.53,-1.52,41.69,204.22,15.66,False,True,True,1,69,1,0
178.76,55.44,34.97,-4.12,10.09,30.48,-7.88,16.65,293.64,20.85,False,True,True,0,66,0,0
65.08,129.12,43.6,0.39,1.2,34.38,7.85,17.75,322.03,18.14,False,True,True,0,75,1,0
141.33,101.19,144.13,6.59,5.35,19.55,3.21,22.19,219.96,10.99,True,False,False,0,93,1,1
143.36,101.48,148.19,6.91,4.09,17.58,2.54,26.75,226.07,9.46,True,False,True,1,43,0,1
148.39,92.65,147.18,5.21,4.25,5.15,2.99,30.71,222.05,9.53,False,True,False,0,20,1,1
242.41,209.2,154.22,8.1,-0.03,27.01,-2.03,10.65,153.72,20.96,False,True,True,0,25,0,0
145.25,100.02,149.22,6.03,4.41,7.16,2.55,28.02,220.89,9.38,True,False,False,0,62,0,1
135.2,90.4,149.56,5.53,4.58,24.37,2.42,25.35,219.78,11.84,True,False,False,0,60,0,1
95.64,144.18,118.17,4.22,2.89,2.89,12.5,11.87,178.92,-0.49,False,True,True,0,63,0,0
135.09,90.53,135.52,6.2,5.19,15.88,2.46,28.89,228.06,9.65,True,False,False,1,91,0,1
79.41,140.32,233.39,15.87,1.21,4.79,11.32,47.01,207.58,20.49,False,True,True,1,28,1,0
51.29,146.2,36.37,16.0,2.77,26.43,-3.22,14.8,267.02,18.54,False,True,True,1,69,1,0
170.93,15.95,217.72,7.12,-1.04,-3.48,11.51,13.88,189.12,-0.75,False,True,True,1,88,1,0
205.35,142.27,103.77,4.27,11.87,4.15,6.7,43.67,205.04,4.89,True,True,True,0,40,1,0
140.17,104.39,140.01,6.1,5.18,20.66,2.98,26.2,217.48,9.04,True,False,False,1,98,1,1
242.84,50.51,44.62,11.82,14.51,34.27,0.91,41.39,236.58,21.57,False,True,True,1,68,1,0
79.16,-6.06,123.55,16.85,12.89,34.61,8.74,47.09,122.51,6.94,False,True,True,1,26,0,0
69.44,24.63,70.94,12.26,-4.03,30.41,-6.79,46.65,242.2,6.95,False,True,True,0,95,0,0
230.05,8.26,113.0,1.35,12.38,-4.5,0.07,10.81,284.57,13.54,False,False,True,0,73,1,0
149.24,90.38,145.63,6.21,5.4,16.06,3.31,25.27,222.55,10.57,True,False,False,0,93,0,1
105.97,67.25,159.48,-1.09,6.29,1.1,-5.06,40.52,286.25,3.51,False,False,True,1,57,0,0
162.79,5.31,33.84,3.08,9.63,3.18,-6.23,14.53,142.09,1.63,False,True,False,0,37,1,0
124.76,146.27,120.29,10.85,11.86,-2.47,7.52,47.77,205.13,7.9,False,True,True,1,57,1,0
137.37,94.22,136.94,5.24,5.05,12.58,2.79,24.37,227.73,9.22,True,False,False,0,44,1,1
117.16,133.11,117.72,2.86,14.04,29.61,12.0,43.18,286.71,3.61,False,True,True,0,88,0,0
99.79,202.76,51.85,2.17,-3.2,26.61,12.56,10.78,117.71,21.88,False,True,True,0,95,0,0
33.06,69.54,76.77,13.9,-2.47,-3.74,5.87,10.36,150.07,4.24,False,True,True,0,31,1,0
131.8,109.38,143.36,6.81,5.53,22.02,2.49,20.15,216.83,9.38,True,False,False,0,49,1,1
141.93,90.61,131.53,6.43,4.65,12.73,2.53,21.81,228.63,11.5,True,False,False,0,23,0,1
94.41,22.45,56.38,3.21,15.36,26.03,8.42,45.94,137.81,7.15,False,True,False,1,26,0,0
146.0,99.67,140.15,6.25,4.97,17.39,2.82,29.35,218.94,9.37,True,False,False,1,29,1,1
176.59,189.4,65.67,1.91,2.79,30.66,0.28,16.64,307.18,22.63,False,True,True,1,93,0,0
83.51,56.02,159.57,-0.22,-0.59,25.32,4.11,41.34,113.73,13.9,False,True,True,0,38,1,0
137.31,91.28,135.43,5.01,4.7,18.59,3.05,30.82,218.8,12.9,False,False,False,0,92,0,1
151.14,140.45,79.98,-3.65,-1.29,2.07,-1.33,45.27,305.24,6.09,False,True,True,1,93,1,0
147.03,103.36,137.4,5.4,5.83,10.07,2.01,22.48,224.74,12.74,True,True,False,0,39,1,1
34.27,69.18,34.81,3.92,-3.98,-3.47,8.32,12.35,256.71,3.54,False,True,True,1,85,1,0
96.71,145.69,223.96,10.74,12.73,29.48,10.48,12.64,230.26,4.42,False,True,True,1,70,1,0
141.05,102.19,133.53,5.41,4.62,9.05,3.57,37.76,229.05,12.15,True,False,False,1,20,1,1
212.67,8.3,56.4,-4.14,-4.46,-1.06,12.94,19.91,123.23,2.32,True,True,True,1,67,0,0
144.54,95.87,145.8,5.23,4.88,21.6,3.94,21.62,224.55,10.79,True,False,False,1,42,0,1
