1,1,42
1,1,471
1,1,553
1,1,644
1,1,790
1,1,838
2,2,325
2,2,397
2,2,510
2,2,629
2,2,656
2,2,716
2,2,772
3,3,56
3,3,521
4,4,321
4,4,350
4,4,459
4,4,524
4,4,543
4,4,578
4,4,592
4,4,599
4,4,622
5,5,543
5,5,981
6,6,46
6,6,432
6,6,819
7,7,39
7,7,547
7,7,553
7,7,794
8,8,29
8,8,38
8,8,152
8,8,336
8,8,412
8,8,429
8,8,766
9,9,306
9,9,870
9,9,894
9,9,902
0,10,108
0,10,625
0,10,964
0,10,994
1,11,304
2,12,129
2,12,437
2,12,705
3,13,62
4,14,405
4,14,420
4,14,443
4,14,561
4,14,566
4,14,813
5,15,188
5,15,214
5,15,418
5,15,447
6,16,48
6,16,137
6,16,837
6,16,858
7,17,86
7,17,374
7,17,571
7,17,684
7,17,970
8,18,63
8,18,146
8,18,325
8,18,395
8,18,444
8,18,628
9,19,840
0,20,60
0,20,85
0,20,371
0,20,387
0,20,456
1,21,764
2,22,60
2,22,360
2,22,557
2,22,592
3,23,8
3,23,50
3,23,117
3,23,877
3,23,954
4,24,624
5,25,519
6,26,432
6,26,870
7,27,959
8,28,99
8,28,102
8,28,139
8,28,194
8,28,266
8,28,462
9,29,7
9,29,35
9,29,127
9,29,172
9,29,221
9,29,607
0,30,106
0,30,351
1,31,432
1,31,599
2,32,124
2,32,989
2,32,990
3,33,155
3,33,374
3,33,806
3,33,848
3,33,850
4,34,167
4,34,497
4,34,733
5,35,39
5,35,169
5,35,287
5,35,593
5,35,778
6,36,106
6,36,123
6,36,182
6,36,601
6,36,729
6,36,847
6,36,911
7,37,107
7,37,135
8,38,167
8,38,589
8,38,673
8,38,820
9,39,25
9,39,179
9,39,601
9,39,934
0,40,374
0,40,414
0,40,571
0,40,612
1,41,123
1,41,773
2,42,3
3,43,201
3,43,558
3,43,682
3,43,803
3,43,916
4,44,668
5,45,36
5,45,416
5,45,559
5,45,719
6,46,47
6,46,148
6,46,238
6,46,278
6,46,368
6,46,446
6,46,544
6,46,584
7,47,12
7,47,471
8,48,47
8,48,855
8,48,970
9,49,772
0,50,737
1,51,447
1,51,456
1,51,692
1,51,934
2,52,21
2,52,83
2,52,255
2,52,803
2,52,981
3,53,150
3,53,371
3,53,425
3,53,966
4,54,477
4,54,773
4,54,994
5,55,7
5,55,245
5,55,644
5,55,733
5,55,946
6,56,744
7,57,732
7,57,903
7,57,991
8,58,412
8,58,813
8,58,874
9,59,119
0,60,15
0,60,283
0,60,472
0,60,776
0,60,884
1,61,682
2,62,274
2,62,835
3,63,166
3,63,473
3,63,707
4,64,182
4,64,281
4,64,442
4,64,506
4,64,682
4,64,820
4,64,845
5,65,441
5,65,456
5,65,487
5,65,756
5,65,801
5,65,832
6,66,144
6,66,280
6,66,335
6,66,582
7,67,834
7,67,923
8,68,543
8,68,778
9,69,17
9,69,335
9,69,625
9,69,874
0,70,221
0,70,416
0,70,575
0,70,595
1,71,38
1,71,310
1,71,439
1,71,583
1,71,629
1,71,789
2,72,500
2,72,613
2,72,624
2,72,859
3,73,42
3,73,532
3,73,648
4,74,240
5,75,40
5,75,95
5,75,561
5,75,647
5,75,827
6,76,127
6,76,344
6,76,537
6,76,540
7,77,38
7,77,416
7,77,559
7,77,656
7,77,858
7,77,931
8,78,52
8,78,425
9,79,173
9,79,288
9,79,620
0,80,148
0,80,615
0,80,835
0,80,950
1,81,241
2,82,51
2,82,67
2,82,69
2,82,348
3,83,300
3,83,874
3,83,988
4,84,403
4,84,438
5,85,36
5,85,277
5,85,562
6,86,185
6,86,429
6,86,601
7,87,219
7,87,255
7,87,721
8,88,18
8,88,501
8,88,575
8,88,709
8,88,806
9,89,9
9,89,100
9,89,103
9,89,242
9,89,439
9,89,829
9,89,877
0,90,38
0,90,295
0,90,325
1,91,319
1,91,628
2,92,50
2,92,281
2,92,876
3,93,127
3,93,241
3,93,277
3,93,952
4,94,456
4,94,558
4,94,786
4,94,826
5,95,220
5,95,575
6,96,444
6,96,613
6,96,830
6,96,884
6,96,990
7,97,179
7,97,519
7,97,607
7,97,925
8,98,274
8,98,592
8,98,709
8,98,807
8,98,895
9,99,118
9,99,241
9,99,259
9,99,662
9,99,946
9,99,962
0,100,61
0,100,117
0,100,173
0,100,439
0,100,520
0,100,604
0,100,737
1,101,378
1,101,500
1,101,592
1,101,913
1,101,991
2,102,14
2,102,194
3,103,259
3,103,414
3,103,766
4,104,93
4,104,472
4,104,955
5,105,147
5,105,647
5,105,835
6,106,146
6,106,246
6,106,306
6,106,732
7,107,188
7,107,274
7,107,353
7,107,397
8,108,217
8,108,826
9,109,205
9,109,284
9,109,593
0,110,344
0,110,519
1,111,297
1,111,988
2,112,123
2,112,646
2,112,656
2,112,868
3,113,300
3,113,369
3,113,722
3,113,735
3,113,776
4,114,335
4,114,531
4,114,561
4,114,599
4,114,629
4,114,994
5,115,69
5,115,893
6,116,188
6,116,447
6,116,456
6,116,692
6,116,722
6,116,934
6,116,994
7,117,124
7,117,255
7,117,530
7,117,558
7,117,719
7,117,837
7,117,855
7,117,931
7,117,981
8,118,204
8,118,432
8,118,740
9,119,209
9,119,320
9,119,463
9,119,711
0,120,492
0,120,523
0,120,631
0,120,676
1,121,325
1,121,778
1,121,790
2,122,829
2,122,832
2,122,921
3,123,14
3,123,395
3,123,666
3,123,828
3,123,867
3,123,985
4,124,348
4,124,705
4,124,724
5,125,328
5,125,517
5,125,920
6,126,648
6,126,799
7,127,179
7,127,246
7,127,322
7,127,339
8,128,176
8,128,179
8,128,360
8,128,399
8,128,425
8,128,682
8,128,777
9,129,238
9,129,357
9,129,358
9,129,896
0,130,60
0,130,85
0,130,371
0,130,387
0,130,456
1,131,371
1,131,444
1,131,494
1,131,666
2,132,318
2,132,931
2,132,952
3,133,69
3,133,829
4,134,154
4,134,226
4,134,416
4,134,494
4,134,772
4,134,884
4,134,961
5,135,545
5,135,653
6,136,124
6,136,291
6,136,306
6,136,628
6,136,734
6,136,938
7,137,47
7,137,476
7,137,544
7,137,673
7,137,807
8,138,514
8,138,623
8,138,643
9,139,527
9,139,837
9,139,859
9,139,961
0,140,213
0,140,410
0,140,738
1,141,21
1,141,62
1,141,67
1,141,87
1,141,229
1,141,371
1,141,592
1,141,767
1,141,815
1,141,827
2,142,124
2,142,221
2,142,484
3,143,855
4,144,17
4,144,119
4,144,208
4,144,764
4,144,782
5,145,300
5,145,337
5,145,429
5,145,579
6,146,68
6,146,151
6,146,383
6,146,624
6,146,682
6,146,993
7,147,559
7,147,874
8,148,924
9,149,524
0,150,137
0,150,307
0,150,492
0,150,572
0,150,707
0,150,934
0,150,949
1,151,368
1,151,416
1,151,438
1,151,682
1,151,778
2,152,8
2,152,970
3,153,628
4,154,74
4,154,235
5,155,570
5,155,710
6,156,146
6,156,316
6,156,486
6,156,507
7,157,28
7,157,209
7,157,578
7,157,806
7,157,987
8,158,402
9,159,247
9,159,623
9,159,744
0,160,20
0,160,27
0,160,813
0,160,868
0,160,912
0,160,981
1,161,78
1,161,157
1,161,511
1,161,737
2,162,111
2,162,481
2,162,778
2,162,938
3,163,56
3,163,729
3,163,951
4,164,81
4,164,289
4,164,433
4,164,806
5,165,18
5,165,118
5,165,490
5,165,553
6,166,491
6,166,674
6,166,925
7,167,648
7,167,799
8,168,117
8,168,423
8,168,820
8,168,988
9,169,36
9,169,94
9,169,670
0,170,238
0,170,282
0,170,368
0,170,673
1,171,119
1,171,830
2,172,369
2,172,398
2,172,707
2,172,888
2,172,932
3,173,364
3,173,486
3,173,863
4,174,7
4,174,51
4,174,733
4,174,745
4,174,753
4,174,782
5,175,124
5,175,154
5,175,415
5,175,416
5,175,690
5,175,858
6,176,238
6,176,339
6,176,347
6,176,796
7,177,909
7,177,970
8,178,117
8,178,132
8,178,205
8,178,490
8,178,827
8,178,868
8,178,988
9,179,222
9,179,350
0,180,214
0,180,766
0,180,992
1,181,414
1,181,808
1,181,827
1,181,959
2,182,123
2,182,388
2,182,459
2,182,811
3,183,48
3,183,62
3,183,73
3,183,154
3,183,221
3,183,613
3,183,778
3,183,996
4,184,125
4,184,150
4,184,791
5,185,87
5,185,124
5,185,293
6,186,569
6,186,883
6,186,910
7,187,227
7,187,732
8,188,132
8,188,336
8,188,557
8,188,673
8,188,959
9,189,145
9,189,838
0,190,146
0,190,316
0,190,486
0,190,507
1,191,80
1,191,112
1,191,258
1,191,432
2,192,110
2,192,782
2,192,825
3,193,443
3,193,604
4,194,6
4,194,147
4,194,339
4,194,399
5,195,486
6,196,601
7,197,142
7,197,229
8,198,410
8,198,609
8,198,709
8,198,973
9,199,43
9,199,223
0,200,73
0,200,132
0,200,191
0,200,246
0,200,545
1,201,339
2,202,136
3,203,190
3,203,258
3,203,364
3,203,941
4,204,259
5,205,316
5,205,540
5,205,871
5,205,892
6,206,491
6,206,925
6,206,934
6,206,964
6,206,996
7,207,277
7,207,477
8,208,360
8,208,524
8,208,753
8,208,952
8,208,998
9,209,412
9,209,432
9,209,820
9,209,858
9,209,938
0,210,558
0,210,837
0,210,962
0,210,999
1,211,111
1,211,117
1,211,199
2,212,17
2,212,372
3,213,328
3,213,430
3,213,578
3,213,988
4,214,203
4,214,444
4,214,909
5,215,209
6,216,382
6,216,813
7,217,15
7,217,38
7,217,319
7,217,416
7,217,676
7,217,734
7,217,981
8,218,127
8,218,733
8,218,772
8,218,784
8,218,790
8,218,912
9,219,214
9,219,395
9,219,404
9,219,460
9,219,949
0,220,163
0,220,321
0,220,676
0,220,678
0,220,740
1,221,217
1,221,222
1,221,325
1,221,825
2,222,704
2,222,744
2,222,983
3,223,43
3,223,70
3,223,173
3,223,192
3,223,544
3,223,946
4,224,160
4,224,281
4,224,606
4,224,790
4,224,946
4,224,959
5,225,387
5,225,445
5,225,631
5,225,909
6,226,190
6,226,494
7,227,62
7,227,443
7,227,507
7,227,673
7,227,863
8,228,387
8,228,425
8,228,976
9,229,338
9,229,607
9,229,631
9,229,703
0,230,60
0,230,119
0,230,132
0,230,521
0,230,647
0,230,772
1,231,662
1,231,707
2,232,409
2,232,501
2,232,815
2,232,820
3,233,300
3,233,316
3,233,837
4,234,170
4,234,201
4,234,357
4,234,954
5,235,116
5,235,368
5,235,528
5,235,538
5,235,727
6,236,98
7,237,217
7,237,521
7,237,554
7,237,993
8,238,342
8,238,373
8,238,437
8,238,707
9,239,124
9,239,473
9,239,592
9,239,601
9,239,607
9,239,614
9,239,642
0,240,26
0,240,547
1,241,34
1,241,87
1,241,416
1,241,586
1,241,599
1,241,620
2,242,29
2,242,127
2,242,219
2,242,322
2,242,391
2,242,442
2,242,444
2,242,527
3,243,238
3,243,400
3,243,903
3,243,915
4,244,283
4,244,707
4,244,828
4,244,966
5,245,221
5,245,891
5,245,912
6,246,248
6,246,261
6,246,395
6,246,714
7,247,33
7,247,229
7,247,289
7,247,398
7,247,539
8,248,493
8,248,767
8,248,874
8,248,963
9,249,197
9,249,770
9,249,991
0,250,63
0,250,123
0,250,527
0,250,592
0,250,873
1,251,80
1,251,181
1,251,330
1,251,397
1,251,946
1,251,996
2,252,147
2,252,306
2,252,439
2,252,442
3,253,21
3,253,63
3,253,173
3,253,501
3,253,575
