high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
247.49,80.75,70.5,4.03,-5.12,31.47,11.81,47.01,154.55,4.19,False,False,True,0,72,0,0
96.34,73.75,190.24,-1.54,14.09,26.78,-0.75,14.81,117.79,20.36,False,True,True,1,26,1,0
48.86,142.5,220.64,13.01,15.46,2.73,0.44,12.2,203.63,0.0,False,True,True,0,39,1,0
215.51,70.29,45.03,-1.77,-1.27,3.21,-3.93,42.95,142.45,19.89,False,True,True,0,48,0,0
163.78,54.54,156.37,1.74,-0.68,-1.58,13.68,14.14,170.51,-0.77,False,True,True,0,19,1,0
122.05,161.89,44.46,7.82,-3.03,1.81,1.95,10.42,174.68,20.73,False,True,True,0,77,1,0
147.37,100.33,148.25,6.06,4.19,24.28,2.52,35.35,218.13,10.97,True,False,False,1,44,1,1
223.48,142.62,216.97,7.09,12.9,29.26,7.32,18.28,170.45,4.36,False,True,True,0,48,0,0
49.26,2.49,37.54,-2.34,-4.41,0.48,13.83,19.27,112.45,2.74,False,True,True,0,82,0,0
135.4,102.21,147.9,6.53,5.9,6.99,2.32,36.85,212.33,9.77,True,False,False,1,84,0,1
135.47,105.67,138.23,6.33,4.24,17.16,2.51,25.35,227.28,10.72,False,False,True,0,58,0,1
139.77,100.92,148.8,5.27,5.38,24.94,2.86,26.09,216.86,11.73,False,False,False,1,65,0,1
134.71,99.73,140.33,5.59,4.37,17.33,2.46,25.12,210.54,9.19,True,False,False,1,19,0,1
141.04,96.71,142.27,5.91,4.3,17.17,2.26,25.97,229.77,12.31,True,False,False,1,97,0,1
231.14,112.06,66.95,-4.61,11.54,30.96,1.74,11.27,311.68,15.88,True,True,True,1,38,1,0
125.49,31.12,90.59,13.01,11.36,27.44,0.68,16.44,111.63,-0.56,False,True,True,1,46,1,0
188.71,127.56,41.79,10.38,6.05,28.37,10.33,49.48,162.69,7.79,False,True,True,0,81,0,0
137.44,101.42,143.88,6.59,5.13,13.0,2.81,31.2,229.14,11.34,True,False,False,1,76,1,1
34.38,13.84,54.53,0.09,-2.05,29.13,-2.84,44.01,175.19,-0.96,False,True,True,0,20,1,0
51.91,41.58,191.11,-0.65,0.77,1.85,-3.03,11.94,117.28,7.62,True,True,True,1,86,0,0
148.2,109.93,134.21,5.46,5.35,21.87,2.02,32.13,215.59,12.83,True,False,False,0,53,1,1
99.29,66.64,174.56,16.49,7.52,26.7,-5.61,15.75,260.69,14.75,False,True,True,1,44,0,0
134.63,101.2,141.02,6.83,5.42,15.12,2.1,28.76,225.28,11.24,True,False,False,0,37,1,1
143.51,90.34,143.22,5.06,5.08,23.81,3.07,35.27,225.81,10.04,True,False,False,1,97,0,1
210.21,72.09,188.08,8.43,10.77,32.1,-7.28,43.23,178.23,4.66,False,True,True,0,51,0,0
121.43,60.55,47.45,-0.85,7.98,3.98,-6.96,17.8,268.5,6.94,False,True,False,1,61,1,0
137.39,98.8,136.91,6.85,5.8,16.59,2.76,25.45,229.47,10.64,True,False,False,0,26,1,1
141.48,99.69,143.46,5.66,5.47,22.81,2.12,20.32,211.28,11.1,True,False,False,0,61,0,1
137.63,101.6,141.48,5.6,5.09,11.45,3.43,29.92,221.94,12.4,True,False,False,0,79,1,1
169.97,120.16,240.09,9.13,15.81,33.66,-1.03,10.28,243.23,7.33,False,True,True,0,35,1,0
182.19,54.82,84.03,8.45,6.17,31.92,4.6,47.53,159.25,2.97,False,False,True,1,37,1,0
66.43,11.46,83.49,-2.23,15.45,30.8,-6.87,41.49,187.27,22.46,False,True,True,1,94,1,0
131.38,95.75,137.05,5.37,5.25,11.8,3.84,36.02,223.57,9.52,False,False,False,1,24,1,1
81.95,84.72,232.85,-4.63,8.62,33.77,-1.41,14.11,120.91,22.19,False,True,True,1,45,0,0
134.93,103.54,145.44,5.17,4.25,17.86,3.39,31.79,217.32,9.23,True,False,False,1,92,1,1
172.58,140.54,204.78,16.75,15.82,29.77,-5.2,14.39,131.97,6.82,False,True,True,1,97,0,0
140.36,103.06,147.6,6.05,4.85,23.91,2.68,36.08,211.35,12.84,True,False,False,1,93,1,1
139.8,106.69,146.92,5.28,4.78,18.77,3.29,25.35,218.91,9.33,True,False,False,1,98,0,1
143.57,98.88,134.57,5.08,5.01,21.25,2.88,27.15,214.81,11.65,True,False,False,0,57,1,1
216.13,24.29,197.59,-2.97,1.7,-2.46,8.64,19.9,178.8,6.63,False,False,True,0,57,0,0
137.5,99.95,142.99,5.71,5.44,24.92,3.22,27.16,225.44,10.72,True,False,False,0,57,1,1
123.04,-9.83,157.23,11.42,9.16,1.76,4.59,19.43,282.07,19.93,False,False,True,0,92,0,0
148.47,100.22,130.08,5.53,4.55,6.27,3.4,26.12,216.75,9.67,True,False,True,0,44,1,1
130.58,104.89,138.9,5.29,5.0,7.48,3.46,29.7,216.61,11.6,True,False,False,1,34,0,1
148.79,101.23,133.96,6.15,4.68,23.23,3.69,34.53,225.89,12.15,True,True,False,0,29,1,1
195.71,33.8,194.97,12.75,2.23,30.36,7.51,45.24,268.45,22.54,False,True,True,1,52,1,0
56.31,133.54,60.54,15.24,-3.63,2.16,-3.11,45.26,197.27,16.92,False,True,True,0,76,1,0
135.44,108.41,142.87,5.93,4.42,8.47,3.12,21.95,217.78,9.06,True,False,False,0,53,0,1
167.58,152.82,230.38,8.25,-2.78,31.83,-2.83,46.32,147.56,13.33,False,True,True,0,32,1,0
132.79,103.92,140.12,6.99,4.99,23.14,2.97,23.34,226.6,11.92,True,False,False,0,75,0,1
186.03,139.74,248.06,11.72,3.83,2.07,-4.02,44.5,325.19,0.9,False,True,True,0,24,1,0
211.44,42.68,67.55,16.99,12.73,-4.15,-0.95,10.52,296.34,15.87,False,True,True,1,85,0,0
97.69,22.1,182.16,15.16,-4.74,27.1,11.36,11.57,123.22,7.66,False,True,True,1,50,0,0
142.17,105.25,133.86,5.25,4.09,11.98,3.0,37.39,213.97,12.85,False,True,False,0,60,0,1
136.23,107.12,142.53,5.48,4.18,19.51,3.51,23.81,211.05,10.3,True,False,False,1,37,1,1
138.78,95.01,131.26,5.13,5.82,6.98,2.45,21.21,215.3,12.91,True,False,False,0,23,1,1
133.29,109.3,137.09,5.23,5.37,9.06,3.36,31.42,226.87,9.42,True,False,False,0,63,1,1
145.73,102.04,141.74,5.39,4.76,16.12,3.93,28.61,223.74,9.72,True,False,False,1,61,1,1
130.32,90.88,147.53,6.6,4.22,9.35,2.01,22.45,215.09,11.34,True,False,False,1,63,0,1
134.95,90.34,147.06,6.5,5.34,17.75,3.92,23.32,216.84,12.44,True,False,False,1,64,0,1
223.41,192.03,36.87,14.7,1.47,2.79,11.1,18.92,304.31,14.0,False,True,True,1,58,0,0
180.67,11.79,203.54,2.95,-4.46,34.35,9.31,10.42,256.75,22.45,False,False,True,0,74,0,0
