high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
132.98,93.01,148.35,6.59,4.92,19.33,3.21,29.29,227.84,10.65,True,False,False,1,61,0,1
131.18,93.36,145.17,6.51,5.48,15.24,3.59,34.06,225.2,9.41,True,True,False,1,26,0,0
85.26,67.17,91.78,11.37,3.87,4.36,9.86,19.55,145.03,14.74,False,False,False,0,19,0,0
131.68,99.74,130.08,6.83,5.45,24.48,2.74,35.14,224.59,12.79,False,False,False,0,71,1,1
133.27,92.51,145.38,5.68,4.01,8.06,2.3,20.42,227.28,12.08,True,False,False,0,29,1,1
49.13,5.91,114.65,-3.08,15.6,-4.22,13.32,42.0,305.9,20.78,False,True,True,0,55,0,0
222.28,7.26,197.98,16.9,14.78,28.04,8.55,18.83,230.38,20.28,True,True,True,0,66,0,0
42.27,-2.93,164.78,2.82,10.73,3.69,1.73,44.14,273.9,1.05,False,True,True,0,76,0,0
143.01,105.25,134.08,6.02,4.14,24.01,2.28,23.14,220.48,11.45,True,False,False,1,66,0,0
155.55,26.21,178.72,8.27,1.69,-0.14,4.35,46.4,158.29,4.62,False,True,True,0,40,0,0
137.31,109.21,132.44,6.26,5.78,22.0,3.89,20.53,227.93,12.99,True,False,False,0,28,1,1
131.25,103.53,143.5,6.73,4.38,12.16,2.89,39.14,212.1,12.6,False,True,False,1,75,0,1
141.47,104.21,147.39,6.13,5.23,8.67,2.09,39.93,217.72,9.62,True,False,False,0,48,1,0
146.19,109.04,146.21,6.26,4.06,6.72,2.54,37.28,211.04,9.1,True,False,False,0,59,1,1
40.53,6.29,106.81,11.75,12.48,3.52,5.02,43.15,173.51,-0.39,False,True,True,1,26,1,0
131.69,96.18,135.3,6.88,5.09,17.42,2.95,20.03,220.09,12.22,True,False,False,1,21,1,1
148.53,96.84,147.66,5.54,4.22,22.68,2.41,21.64,218.46,11.06,True,False,False,0,36,1,0
120.17,196.42,212.38,-1.58,11.46,-1.6,6.83,46.1,183.54,-0.95,False,True,True,0,59,0,0
147.69,98.41,133.9,6.95,5.96,13.49,3.0,35.71,221.44,12.04,True,False,False,0,45,1,1
134.11,93.71,141.83,6.98,4.49,18.59,2.22,25.67,217.36,12.06,True,False,False,0,81,1,1
218.1,158.83,196.39,2.04,-0.17,28.98,5.02,44.9,203.52,20.52,False,True,True,0,73,1,0
142.38,92.18,149.18,5.75,5.62,23.62,3.84,35.08,219.52,9.41,True,False,False,0,93,0,1
146.51,100.22,148.21,6.59,5.13,11.27,3.6,26.68,222.81,9.41,True,False,False,1,46,1,1
143.61,101.15,130.88,6.07,4.24,19.92,3.35,28.98,216.59,11.57,True,False,False,1,95,0,1
145.68,90.31,133.18,6.62,5.62,8.04,2.25,36.42,216.78,10.1,True,False,False,1,56,0,1
202.97,150.06,43.64,-3.27,-5.88,25.22,-1.61,12.57,310.24,-0.45,False,True,False,1,28,0,0
136.29,96.6,138.97,5.41,5.37,12.73,2.43,29.39,213.78,12.2,True,True,False,0,65,0,1
166.35,23.98,85.49,14.59,10.36,28.26,0.31,10.91,291.68,17.58,False,True,True,1,40,0,0
130.22,97.0,149.64,6.11,5.41,8.87,2.8,39.11,225.23,12.0,True,False,False,0,70,0,1
133.89,106.18,138.29,6.97,4.16,7.93,3.68,26.17,226.49,11.72,True,False,False,0,41,0,1
98.45,203.38,71.37,7.21,-0.04,-2.15,4.15,48.04,176.02,20.15,False,True,True,0,37,1,0
