high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
229.28,13.11,34.02,14.92,3.52,-0.02,9.63,47.7,294.32,0.15,False,True,True,1,27,1,0
147.0,101.39,144.27,5.84,5.06,14.69,3.63,26.95,211.58,10.44,True,False,False,1,28,0,1
145.11,101.74,137.32,5.51,5.75,12.94,3.93,35.51,216.93,10.46,True,False,False,1,74,1,1
133.97,96.72,141.27,6.88,5.18,14.77,3.53,34.15,221.13,10.54,True,False,False,0,52,1,1
147.73,96.37,146.4,5.92,4.7,16.55,3.39,36.17,220.84,12.53,True,False,False,1,78,0,1
133.1,102.57,143.67,6.62,4.69,19.83,3.14,30.38,224.73,9.78,True,False,False,0,30,0,1
222.05,41.39,221.73,1.57,6.99,32.2,-6.67,47.03,136.1,2.04,False,True,True,0,97,0,0
124.37,192.85,151.08,9.39,9.65,-3.55,11.04,11.63,292.31,19.7,False,True,True,1,72,0,0
225.45,151.01,70.55,-3.04,-1.29,-2.86,13.24,19.5,198.69,18.71,False,True,True,1,64,0,0
77.61,202.54,182.92,2.55,-3.23,1.29,10.61,10.52,111.69,22.58,False,True,True,0,71,0,0
138.15,91.51,133.77,6.39,4.3,21.92,2.82,22.91,228.91,9.47,True,False,False,1,48,0,1
147.39,105.27,136.1,5.02,5.76,11.62,3.72,21.44,229.3,11.48,True,False,False,1,42,1,1
122.34,184.85,239.19,10.91,-3.63,0.02,-0.83,17.8,299.16,20.68,False,True,True,0,52,0,0
135.87,108.41,139.78,5.65,4.66,14.59,3.8,35.93,225.46,10.5,True,False,False,1,36,1,1
74.57,129.73,211.31,-1.47,13.73,-2.54,5.03,16.28,323.94,18.13,False,True,False,0,36,1,0
246.57,80.27,42.13,14.29,1.49,25.73,-7.74,13.83,305.56,6.07,False,True,True,0,21,0,0
132.53,102.37,132.96,5.93,4.62,18.16,2.37,34.37,227.96,11.09,True,False,True,1,95,0,0
148.1,105.66,144.46,5.75,4.02,22.47,3.6,20.52,220.32,10.48,False,False,False,1,93,1,1
111.2,29.22,95.28,11.76,7.21,32.73,-2.65,14.57,140.22,21.29,False,False,True,0,55,0,0
66.1,84.53,169.7,15.12,3.45,34.86,1.7,49.59,145.68,7.93,False,True,True,1,46,1,0
231.81,121.79,102.52,16.8,9.82,30.56,10.45,48.33,166.13,14.08,False,True,True,0,27,1,0
62.28,-1.39,211.86,-4.18,-4.24,29.52,6.52,18.65,121.42,18.61,False,True,True,0,98,1,0
223.33,133.74,85.0,-4.68,14.15,31.53,6.03,12.74,284.42,18.32,False,True,True,0,34,1,0
206.05,81.26,156.7,15.43,-2.66,1.65,1.19,18.47,154.85,8.51,False,True,True,0,85,0,0
185.55,10.68,214.8,12.77,-2.34,26.4,12.16,11.14,283.12,18.35,False,True,True,1,60,0,0
143.99,106.0,148.08,6.99,5.98,8.3,2.75,30.62,224.99,11.05,True,False,False,1,25,0,0
220.47,149.8,83.08,8.94,2.35,-1.85,-5.14,45.09,181.89,4.58,False,True,True,1,100,1,0
144.63,109.35,145.94,5.59,5.92,5.97,2.26,38.09,225.47,10.69,True,False,True,1,31,1,1
220.91,30.32,210.22,7.93,-2.84,-2.72,-2.77,13.31,275.85,3.16,False,True,True,1,87,0,0
136.82,105.64,136.01,5.18,5.69,10.83,3.63,37.63,224.87,11.49,True,True,False,1,72,1,1
193.31,134.98,123.44,2.39,-5.71,34.86,-6.43,19.25,132.5,18.11,False,True,True,1,79,1,0
76.42,116.04,189.77,2.06,3.27,32.22,5.2,14.6,298.56,3.76,False,False,True,1,88,1,0
155.07,61.25,112.76,2.98,-3.31,-0.78,8.54,19.9,203.34,19.57,False,True,True,1,53,0,0
137.51,95.3,146.36,6.76,5.21,9.18,2.8,33.0,214.01,12.83,True,False,False,0,30,1,0
130.98,91.3,133.81,6.66,5.86,10.03,3.44,20.46,220.21,10.36,True,False,False,1,55,1,1
176.96,160.49,237.3,13.02,14.54,-1.58,6.19,11.84,134.29,7.87,False,True,True,1,18,0,0
54.78,6.58,183.78,11.01,2.26,-2.24,-4.07,16.11,150.88,22.81,False,True,True,0,98,1,0
235.39,71.13,129.23,13.35,-1.57,-4.83,6.61,17.49,155.75,14.36,False,True,True,0,68,1,1
179.51,34.63,221.99,16.46,0.89,28.78,10.16,17.87,250.78,20.18,False,True,True,0,20,0,0
134.18,108.99,133.23,6.62,5.3,16.62,2.09,25.93,222.61,9.39,True,False,False,1,51,0,1
131.38,100.9,136.44,5.17,4.18,11.66,2.59,37.19,220.76,10.43,True,False,False,0,98,0,1
184.09,26.07,35.23,7.89,-5.42,31.25,12.69,13.63,308.92,16.35,False,True,True,0,58,0,1
165.52,156.78,106.6,7.82,-0.94,0.66,-0.54,19.63,269.33,3.58,False,True,True,1,91,1,0
140.34,103.51,146.19,5.37,4.06,16.79,3.35,37.8,220.31,10.53,True,False,False,0,36,0,1
137.85,95.86,138.66,5.0,4.55,11.48,2.09,22.68,223.97,12.78,True,False,False,1,58,1,1
192.69,114.81,206.19,10.39,9.11,1.08,-1.76,44.32,131.85,4.1,False,True,True,1,76,1,1
133.5,96.63,133.13,6.08,4.62,5.34,2.14,21.61,216.9,10.97,True,False,False,1,30,0,1
44.65,175.88,110.54,1.84,-3.22,-0.98,13.67,17.54,265.48,3.81,False,True,True,1,66,1,0
146.66,106.5,130.6,5.26,5.64,12.02,2.95,24.59,211.2,11.33,True,True,False,1,68,0,1
141.16,109.69,130.89,5.73,4.65,9.4,3.32,39.31,222.32,9.48,True,False,True,1,63,1,1
149.03,109.31,132.53,6.61,4.79,16.44,3.31,24.77,224.82,12.94,True,False,False,1,95,1,1
176.35,73.2,60.52,0.04,13.65,0.25,5.41,16.1,113.03,4.63,False,False,True,0,60,0,0
149.77,98.17,147.16,6.38,5.59,23.56,2.93,28.73,224.72,11.29,True,False,False,1,21,0,1
137.27,107.24,142.42,5.35,5.21,12.16,2.83,22.87,223.48,9.5,True,False,False,0,81,1,1
145.03,91.74,131.62,5.07,4.34,15.61,2.06,35.19,212.93,10.21,True,False,False,0,69,0,1
249.0,16.67,44.61,10.35,1.53,25.94,8.42,14.25,320.32,13.45,False,True,True,1,54,1,0
138.8,93.72,144.59,5.52,5.82,21.0,3.63,24.89,215.63,9.37,True,False,False,1,73,1,1
138.72,102.39,148.73,5.57,5.74,18.01,3.74,30.1,220.39,10.45,True,False,False,0,57,1,1
144.69,104.49,148.05,5.71,5.78,10.64,2.17,28.85,221.92,9.66,True,False,False,1,44,1,1
137.93,94.88,143.34,5.36,5.45,17.53,2.01,20.16,224.64,9.21,True,False,False,0,30,1,1
169.98,161.77,219.17,11.76,8.18,1.69,6.07,12.81,314.5,4.15,False,True,True,0,71,1,0
103.06,164.83,184.1,9.61,-4.77,26.81,-3.92,45.51,127.45,8.1,True,True,True,1,66,1,0
140.53,96.33,136.03,5.43,4.63,14.28,2.89,23.82,217.38,11.5,True,False,False,0,70,0,1
31.81,189.72,61.19,15.13,-1.65,-3.45,-7.64,14.04,238.11,16.61,False,False,True,1,41,0,0
137.67,107.09,136.56,5.28,5.72,23.98,3.87,30.47,225.08,10.99,True,False,False,1,44,0,1
135.64,100.79,139.3,6.06,4.18,21.17,3.05,22.41,213.78,11.01,True,False,True,1,61,0,1
130.23,109.35,132.41,6.11,5.83,7.36,2.61,25.55,227.44,9.17,True,False,False,0,79,0,1
143.54,99.26,134.29,6.17,5.23,10.74,3.82,31.37,213.52,12.74,True,False,False,1,34,0,0
134.46,103.39,149.26,6.18,5.05,16.7,3.04,34.13,210.44,9.5,True,False,True,0,95,0,0
247.41,133.07,248.5,10.7,13.2,27.75,-6.98,49.75,255.77,8.15,True,True,True,0,86,0,0
147.59,91.25,147.27,5.22,4.36,23.98,3.58,34.15,218.58,9.81,True,False,False,0,49,0,1
88.26,175.1,246.31,1.49,-4.02,2.99,-5.31,47.54,292.62,15.06,False,True,True,0,62,1,0
130.09,92.02,146.38,6.07,4.05,20.31,3.89,24.79,223.3,11.84,True,False,False,0,28,0,1
198.18,34.1,89.1,12.34,13.13,-3.38,13.98,40.12,232.23,22.52,False,True,True,0,50,0,0
56.19,70.37,248.42,0.14,7.51,1.71,4.98,17.51,259.77,8.71,True,True,True,0,83,1,0
192.67,207.92,105.38,12.96,6.15,26.74,-0.6,14.77,290.17,8.92,False,True,False,0,68,1,0
189.8,135.63,240.57,1.05,14.92,33.82,11.76,10.06,320.7,4.42,False,True,True,0,80,0,0
211.59,171.87,48.69,13.62,0.33,-4.39,8.83,40.09,287.52,22.95,False,True,True,1,65,0,0
134.6,99.66,135.95,6.65,4.63,8.62,4.0,28.28,227.36,9.24,True,False,False,1,43,0,1
141.87,98.51,134.56,5.35,4.09,14.89,3.41,27.94,220.64,10.31,True,False,False,1,31,0,1
142.81,94.89,144.47,6.46,4.41,7.57,2.18,37.36,229.25,12.35,True,False,False,1,54,0,1
142.09,103.47,144.96,6.51,4.15,11.86,3.05,38.07,228.56,11.87,True,False,False,1,96,1,1
202.94,202.73,172.11,-4.79,7.8,0.67,-2.1,18.48,184.68,13.27,False,True,False,1,33,1,0
237.58,157.76,198.75,10.54,-5.77,29.53,12.15,45.19,149.18,8.3,False,True,True,0,69,0,0
132.64,107.16,145.61,5.7,5.92,15.77,2.26,33.82,229.62,9.59,True,False,True,1,19,0,1
147.54,103.66,140.26,5.07,5.67,24.76,2.86,30.69,219.53,11.41,False,True,False,0,21,1,1
195.9,138.98,168.01,11.57,-4.89,29.83,9.89,44.39,285.24,8.41,False,True,True,1,83,1,0
138.31,91.8,131.26,5.94,4.21,6.39,2.17,34.84,227.76,12.07,True,False,False,0,61,1,1
141.3,102.71,135.47,6.21,4.4,24.93,3.58,36.62,229.04,12.97,False,False,False,1,24,1,0
55.95,113.73,45.79,4.47,2.99,26.73,-3.45,18.64,282.63,3.06,False,True,True,0,48,1,0
169.95,16.58,59.04,11.44,-5.68,3.0,6.81,10.89,175.24,5.12,False,True,True,1,27,1,0
68.97,9.08,38.22,1.23,-5.12,-2.17,6.17,40.47,165.84,14.31,False,True,True,1,29,0,1
139.85,103.48,146.82,6.4,4.08,15.84,2.38,39.52,222.5,10.32,True,False,False,1,65,0,1
38.71,87.76,116.38,-1.11,-5.06,3.42,-7.57,10.09,274.75,7.59,True,True,True,1,28,0,1
143.57,95.29,145.97,6.45,5.07,12.73,3.02,28.92,216.97,12.28,True,False,False,1,58,0,1
143.65,97.08,142.44,6.59,4.3,19.17,2.69,34.1,226.24,12.51,True,False,False,0,27,1,1
216.5,144.29,168.95,2.76,12.69,-3.02,8.12,44.75,142.61,2.12,False,True,True,1,66,0,0
240.6,119.87,72.15,-3.2,3.85,2.87,0.4,18.63,264.34,20.04,False,True,True,1,19,0,0
141.86,95.49,148.65,5.96,4.69,12.76,2.38,22.13,218.99,11.81,True,False,False,0,98,0,1
134.88,106.82,142.07,5.81,5.76,14.71,2.24,33.05,214.34,12.23,True,True,False,1,50,1,1
45.92,18.51,199.69,16.76,11.95,31.56,5.19,44.15,192.29,-0.8,False,True,True,1,50,1,0
132.94,108.22,137.36,6.23,5.64,23.02,2.0,34.98,210.98,12.74,True,True,False,1,41,1,1
142.4,107.04,136.66,5.89,5.72,20.55,3.14,25.16,218.38,9.03,True,False,False,1,89,0,1
144.28,98.37,132.73,6.89,5.41,12.29,3.11,21.49,214.62,11.81,True,False,False,1,64,0,0
37.5,197.29,106.09,11.06,11.18,-2.52,12.72,15.16,270.22,19.54,False,True,True,1,71,0,0
148.44,106.21,148.75,6.83,5.19,5.53,3.39,21.39,213.34,11.22,True,False,False,0,91,0,1
76.45,154.46,51.99,2.42,6.44,31.48,5.61,17.33,311.39,1.42,True,True,True,0,56,0,0
130.78,97.3,137.19,6.47,4.12,10.58,2.31,26.25,214.37,12.91,True,False,False,1,98,0,1
68.52,85.04,73.85,1.69,3.32,1.87,1.05,48.72,206.94,6.03,False,True,False,0,30,1,0
50.74,54.4,53.22,15.32,-4.8,25.08,0.22,17.44,167.45,7.53,False,True,True,0,90,1,0
164.21,52.79,197.0,2.05,-3.1,30.07,-3.07,44.89,306.97,17.26,False,True,False,1,97,1,0
73.61,3.62,241.67,15.49,8.47,30.07,-2.61,19.72,236.09,4.52,False,True,True,0,31,1,0
135.73,97.5,142.44,5.58,5.74,8.55,3.07,36.88,218.55,11.51,True,False,False,1,74,1,1
60.21,32.24,86.32,-2.92,-2.62,2.47,-4.9,49.42,113.67,2.22,False,True,True,0,97,1,0
186.58,166.09,68.59,-1.19,14.29,-3.95,0.07,10.31,302.41,16.09,False,True,True,0,20,1,0
143.61,107.31,144.69,5.45,4.05,10.98,2.25,27.33,225.17,11.69,True,True,False,1,89,1,1
62.32,25.29,40.97,-2.57,-2.55,3.23,12.61,19.3,182.34,8.07,False,True,True,1,84,0,0
138.98,109.81,130.79,6.19,5.58,19.57,2.62,34.21,216.49,12.14,True,False,False,0,95,1,0
148.27,91.41,136.76,6.2,4.82,22.59,3.8,38.18,225.17,12.58,True,False,False,0,21,0,1
143.33,98.92,136.45,5.0,4.16,8.72,2.32,31.33,218.59,12.25,True,True,False,0,28,1,1
135.78,102.27,140.79,5.59,5.94,17.51,2.01,36.56,227.42,12.7,True,False,False,1,93,0,1
136.58,93.68,135.88,6.41,5.37,12.65,3.17,35.42,226.84,9.7,True,False,False,0,70,0,1
154.22,142.79,233.26,-1.47,1.03,-4.65,13.25,49.41,137.19,19.79,False,True,True,1,65,0,0
124.24,203.12,212.92,3.24,10.32,3.06,-3.11,42.91,150.16,4.73,False,False,True,0,63,0,0
207.77,24.75,213.51,0.2,6.75,33.55,12.29,40.51,162.89,19.24,False,True,True,0,32,0,0
135.04,92.38,143.33,6.31,5.92,18.58,2.64,39.45,226.44,9.71,False,False,False,0,18,1,1
172.38,14.35,105.32,-4.35,-2.55,28.46,7.17,48.0,313.45,4.52,False,True,True,1,20,1,0
165.2,126.99,199.6,9.33,-4.39,25.49,13.67,13.74,142.55,17.92,False,True,True,0,44,0,0
122.41,166.3,112.91,-0.46,0.08,-0.26,10.82,43.29,125.17,1.78,False,False,True,1,44,1,0
193.0,125.39,200.11,13.66,14.24,4.11,9.74,45.33,181.62,7.68,False,True,True,1,82,0,0
146.46,109.85,148.38,5.1,4.82,19.45,3.62,38.62,210.04,11.67,True,True,False,1,51,1,1
181.81,201.51,120.27,16.57,3.43,4.6,1.03,13.3,189.74,20.92,False,True,True,1,36,1,0
208.51,68.97,151.44,12.92,-0.47,30.39,-6.01,12.05,170.44,7.57,False,True,True,0,65,0,0
210.49,139.68,208.23,16.64,10.07,32.55,-3.74,19.88,185.89,18.36,False,True,True,1,22,0,0
82.75,170.02,245.98,1.13,12.33,31.16,10.29,48.5,288.49,-0.92,False,True,True,0,82,0,0
61.37,1.88,238.33,4.26,1.4,-0.71,7.06,48.66,236.8,-0.52,False,True,True,1,98,0,0
139.28,94.18,134.89,5.96,5.01,10.32,3.11,20.03,216.85,10.56,True,False,False,0,35,0,1
